12573			&#09;	&#x09;	Horizontal Tab	0	0
12574			&#32;	&#x20;	Space	0	0
12575		&nbsp;	&#160;	&#xA0;	Non-Breaking Space	0	0
12576			&#10;	&#x10;	Line Feed	0	0
12577	!		&#33;	&#x21;	Exclamation Point	0	0
12578	"	&quot;	&#34;	&#x22;	Double Quote	1	0
12579	#		&#35;	&#x23;	Number Sign	1	0
12580	$		&#36;	&#x24;	Dollar Sign	0	0
12581	%		&#37;	&#x25;	Percent	0	0
12582	&	&amp;	&#38;	&#x26;	Ampersand	1	0
12583	'		&#39;	&#x27;	Single Quote	0	0
12584	(		&#40;	&#x28;	Left Parenthesis	0	0
12585	)		&#41;	&#x29;	Right Parenthesis	0	0
12586	*		&#42;	&#x2A;	Asterisk (Star)	0	0
12587	+		&#43;	&#x2B;	Plus Sign	0	0
12588	,		&#44;	&#x2C;	Comma	0	0
12589	-		&#45;	&#x2D;	Hyphen	0	0
12590	.		&#46;	&#x2E;	Period	1	0
12591	/		&#47;	&#x2F;	Forward Slash	1	0
12592	:		&#58;	&#x3A;	Colon	1	0
12593	;		&#59;	&#x3B;	Semi-Colon	1	0
12594	<	&lt;	&#60;	&#x3C;	Less Than Sign	0	0
12595	=		&#61;	&#x3D;	Equal Sign	0	0
12596	>	&gt;	&#62;	&#x3E;	Greater Than Sign	0	0
12597	?		&#63;	&#x3F;	Question Mark	0	0
12598	@		&#64;	&#x40;	At Sign	0	0
12599	[		&#91;	&#x5B;	Left Square Bracket	0	0
12600	\\		&#92;	&#x5C;	Back Slash	1	0
12601	]		&#93;	&#x5D;	Right Square Bracket	0	0
12602	^		&#94;	&#x5E;	Caret	0	0
12603	_		&#95;	&#x5F;	Underscore	1	0
12604	`		&#96;	&#x60;	Grave Accent	0	0
12605	{		&#123;	&#x7B;	Left Curly Brace	0	0
12606	|		&#124;	&#x7C;	Vertical Bar	0	0
12607	}		&#125;	&#x7D;	Right Curly Brace	0	0
12608	~	&tilde;	&#126;	&#x7E;	Tilde	0	0
12609	¡		&#161;	&#xA1;	Inverted exclamation point	0	0
12610	¢	&cent;	&#162;	&#xA2;	Cent Sign	0	0
12611	£	&pound;	&#163;	&#xA3;	Pound Sterling	0	0
12612	¤	&curren;	&#164;	&#xA4;	Generic	0	0
12613	¥	&yen;	&#165;	&#xA5;	Yen Symbol	0	0
12614	¦	&brvbar;	&#166;	&#xA6;	Broken Vertical Bar	0	0
12615	§	&sect;	&#167;	&#xA7;	Section Mark	0	0
12616	¨	&uml;	&#168;	&#xA8;	Umlaut	0	0
12617	©	&copy;	&#169;	&#xA9;	Copyright	0	0
12618	ª	&ordf;	&#170;	&#xAA;	Feminine Ordinal Indicator	0	0
12619	«	&laquo;	&#171;	&#xAB;	Left Angle Quote	0	0
12620	¬	&not;	&#172;	&#xAC;	Not Sign	0	0
12621	­	&shy;	&#173;	&#xAD;	Soft Hyphen	0	0
12622	®	&reg;	&#174;	&#xAE;	Registered Symbol	0	0
12623	¯	&macr;	&#175;	&#xAF;	Macron	0	0
12624	°	&deg;	&#176;	&#xB0;	Degree	0	0
12625	±	&plusmn;	&#177;	&#xB1;	Plus or Minus Sign	0	0
12626	²	&sup2;	&#178;	&#xB2;	Superscript 2	0	0
12627	³	&sup3;	&#179;	&#xB3;	Superscript 3	0	0
12628	´	&acute;	&#180;	&#xB4;	Acute	0	0
12629	µ	&micro;	&#181;	&#xB5;	Micro Sign	0	0
12630	¶	&para;	&#182;	&#xB6;	Pilcrow (Paragraph Sign)	0	0
12631	·	&middot;	&#183;	&#xB7;	Middle Dot	0	0
12632	¸	&cedil;	&#184;	&#xB8;	Cedilla	0	0
12633	¹	&sup1;	&#185;	&#xB9;	Superscript 1	0	0
12634	º	&ordm;	&#186;	&#xBA;	Masculine Ordinal Indicator	0	0
12635	»	&raquo;	&#187;	&#xBB;	Right Angle Quote	0	0
12636	¼	&frac14;	&#188;	&#xBC;	One Quarter Fraction	0	0
12637	½	&frac12;	&#189;	&#xBD;	One Half Fraction	0	0
12638	¾	&frac34;	&#190;	&#xBE;	Three Quarters Fraction	0	0
12639	¿	&iquest;	&#191;	&#xBF;	Inverted Question Mark	0	0
12640	×	&times;	&#215;	&#xD7;	Multiplication Sign	0	0
12641	ß		&#223;		SZ ligature	0	0
12642	À	&Agrave;	&#192;	&#xC0;	Capital A-grave	0	0
12643	à	&agrave;	&#224;	&#xE0;	Lowercase a-grave	0	0
12644	Á	&Aacute;	&#193;	&#xC1;	Capital A-acute	0	0
12645	á	&aacute;	&#225;	&#xE1;	Lowercase a-acute	0	0
12646	Â	&Acirc;	&#194;	&#xC2;	Capital A-circumflex	0	0
12647	â	&acirc;	&#226;	&#xE2;	Lowercase a-circumflex	0	0
12648	Ä	&Auml;	&#196;		Capital A-umlaut	0	0
12649	ä	&auml;	&#228;		Lowercase a-umlaut	0	0
12650	Æ	&AElig;	&#198;	&#xC6;	Capital AE Ligature	0	0
12651	æ	&aelig;	&#230;	&#xE6;	Lowercase AE Ligature	0	0
12652	Ç	&Ccedil;	&#199;	&#xC7;	Capital C-cedilla	0	0
12653	ç	&ccedil;	&#231;	&#xE7;	Lowercase c-cedilla	0	0
12654	È	&Egrave;	&#200;	&#xC8;	Capital E-grave	0	0
12655	è	&egrave;	&#232;	&#xE8;	Lowercase e-grave	0	0
12656	É	&Eacute;	&#201;	&#xC9;	Capital E-acute	0	0
12657	é	&eacute;	&#233;	&#xE9;	Lowercase e-acute	0	0
12658	Ê	&Ecirc;	&#202;	&#xCA;	Capital E-circumflex	0	0
12659	ê	&ecirc;	&#234;	&#xEA;	Lowercase e-circumflex	0	0
12660	Ë	&Euml;	&#203;	&#xCB;	Capital E-umlaut	0	0
12661	ë	&euml;	&#235;	&#xEB;	Lowercase e-umlaut	0	0
12662	Ì	&Igrave;	&#204;	&#xCC;	Capital I-grave	0	0
12663	ì	&igrave;	&#236;	&#xEC;	Lowercase i-grave	0	0
12664	Í	&Iacute;	&#205;	&#xCD;	Capital I-acute	0	0
12665	í	&iacute;	&#237;	&#xED;	Lowercase i-acute Lowercase I-acute Lowercase i-acute	0	0
12666	Î	&Icirc;	&#206;	&#xCE;	Capital I-circumflex	0	0
12667	î	&icirc;	&#238;	&#xEE;	Lowercase i-circumflex	0	0
12668	Ï	&Iuml;	&#207;	&#xCF;	Capital I-umlaut	0	0
12669	ï	&iuml;	&#239;	&#xEF;	Lowercase i-umlaut	0	0
12670	Ñ	&Ntilde;	&#209;	&#xD1;	Capital N-tilde	0	0
12671	ñ	&ntilde;	&#241;	&#xF1;	Lowercase n-tilde	0	0
12672	Ò	&Ograve;	&#210;	&#xD2;	Capital O-grave	0	0
12673	ò	&ograve;	&#242;	&#xF2;	Lowercase o-grave	0	0
12674	Ó	&Oacute;	&#211;	&#xD3;	Capital O-acute	0	0
12675	ó	&oacute;	&#243;	&#xF3;	Lowercase o-acute	0	0
12676	Ô	&Ocirc;	&#212;	&#xD4;	Capital O-circumflex	0	0
12677	ô	&ocirc;	&#244;	&#xF4;	Lowercase o-circumflex	0	0
12678	Ö	&Ouml;	&#214;		Capital O-umlaut	0	0
12679	ö	&ouml;	&#246;		Lowercase o-umlaut	0	0
12680	÷	&divide;	&#247;	&#xF7;	Division Sign	0	0
12681	Ù	&Ugrave;	&#217;	&#xD9;	Capital U-grave	0	0
12682	ù	&ugrave;	&#249;	&#xF9;	Lowercase u-grave	0	0
12683	Ú	&Uacute;	&#218;	&#xDA;	Capital U-acute	0	0
12684	ú	&uacute;	&#250;	&#xFA;	Lowercase u-acute	0	0
12685	Û	&Ucirc;	&#219;	&#xDB;	Capital U-circumflex	0	0
12686	û	&ucirc;	&#251;	&#xFB;	Lowercase U-circumflex	0	0
12687	ü	&uuml;	&#252;	&#xFC;	Lowercase u-umlaut	0	0
12688	Ü	&Uuml;	&#220;	&#xDC;	Capital U-umlaut	0	0
12689	Ý	&Yacute;	&#221;		Capital Y-acute	0	0
12690	ý	&yacute;	&#253;		Lowercase y-acute	0	0
12691	Ă		&#258;	&#x102;	Capital A-breve	0	0
12692	ă		&#259;	&#x103;	Lowercase a-breve	0	0
12693	Ą		&#260;		Capital A-cedille	0	0
12694	ą		&#261;		Lowercase a-cedille	0	0
12695	Ć		&#262;		Capital C-acute	0	0
12696	ć		&#263;		Lowercase c-acute	0	0
12697	Č		&#268;		Capital C-hachek	0	0
12698	č		&#269;		Lowercase c-hachek	0	0
12699	ď		&#271;		d-apostrophe	0	0
12700	Ę		&#280;		Capital E-cedille	0	0
12701	ę		&#281;		Lowercase e-cedille	0	0
12702	Ě		&#282;		Capital E-hachek	0	0
12703	ě		&#283;		Lowercase e-hachek	0	0
12704	Ğ		&#286;		Capital G-breve	0	0
12705	ğ		&#287;		Lowercase g-breve	0	0
12706	ı		&#305;		Lowercase i-dotless	0	0
12707	Ĺ		&#313;		Capital L-acute	0	0
12708	ĺ		&#314;		Lowercase l-acute	0	0
12709	Ł		&#321;		Capital L-bar	0	0
12710	ł		&#322;		Lowercase l-bar	0	0
12711	Ń		&#323;		Capital N-acute	0	0
12712	ń		&#324;		Lowercase n-acute	0	0
12713	Ň		&#327;		Capital N-hachek	0	0
12714	ň		&#328;		Lowercase n-hachek	0	0
12715	Œ	&OElig;	&#140;	&#x152;	Capital OE ligature	0	0
12716	œ	&oelig;	&#156;	&#x153;	Lowercase oe ligature	0	0
12717	Ŕ		&#340;		Capital R-acute	0	0
12718	ŕ		&#341;		Lowercase r-acute	0	0
12719	Ř		&#344;		Capital R-hachek	0	0
12720	ř		&#345;		Lowercase r-hachek	0	0
12721	Ś		&#346;		Capital S-acute	0	0
12722	ś		&#347;		Lowercase s-acute	0	0
12723	Ş		&#350;	&#x15E;	Capital S-cedil	0	0
12724	ş		&#351;	&#x15F;	Lowercase s-cedil	0	0
12725	Š		&#352;		Capital S-hachek	0	0
12726	š		&#353;		Lowercase s-hachek	0	0
12727	Ţ		&#354;	&#x162;	Capital T-cedilla	0	0
12728	ţ		&#355;	&#x163;	Lowercase t-cedilla	0	0
12729	ť		&#357;		t-apostrophe	0	0
12730	Ů		&#366;		Capital U-ring	0	0
12731	ů		&#367;		Lowercase u-ring	0	0
12732	Ź		&#377;		Capital Z-acute	0	0
12733	ź		&#378;		Lowercase z-acute	0	0
12734	Ż		&#379;		Capital Z-dot	0	0
12735	ż		&#380;		Lowercase z-dot	0	0
12736	Ž		&#381;		Capital Z-hachek	0	0
12737	ž		&#382;		Lowercase z-hachek	0	0
12738	ƒ		&#131;	&#x83;	Function Sign	0	0
12739	Ș			&#x218;	Capital S-comma	0	0
12740	ș			&#x219;	Lowercase s-comma	0	0
12741	Ț			&#x21A;	Capital T-comma	0	0
12742	ț			&#x21B;	Lowercase t-comma	0	0
12743	ˆ		&#136;	&#x88;	Hachek	0	0
12744	˘		&#728;	&#x2D8;	Breve	0	0
12745	˙		&#729;	&#x2D9;	Dot	0	0
12746	˚		&#730;	&#x2DA;	Ring	0	0
12747	˛		&#731;	&#x2DB;	Ring	0	0
12748	˜		&#732;	&#x2DC;	Small Tilde	0	0
12749	˝		&#733;	&#x2DD;	Double Accent	0	0
12750	Α	&Alpha;	&#913;	&#x391;	Capital Alpha	0	0
12751	α	&alpha;	&#945;	&#x3B1;	Lowercase Alpha	0	0
12752	Β	&Beta;	&#914;	&#x392;	Capital Beta	0	0
12753	β	&beta;	&#946;	&#x3B2;	Lowercase Beta	0	0
12754	Γ	&Gamma;	&#915;	&#x393;	Capital Gamma	0	0
12755	γ	&gamma;	&#947;	&#x3B3;	Lowercase Gamma	0	0
12756	Δ	&Delta;	&#916;	&#x394;	Capital Delta	0	0
12757	δ	&delta;	&#948;	&#x3B4;	Lowercase Delta	0	0
12758	Ε	&Epsilon;	&#917;	&#x395;	Capital Epsilon	0	0
12759	ε	&epsilon;	&#949;	&#x3B5;	Lowercase Epsilon	0	0
12760	Ζ	&Zeta;	&#918;	&#x396;	Capital Zeta	0	0
12761	ζ	&zeta;	&#950;	&#x3B6;	Lowercase Zeta	0	0
12762	Η	&Eta;	&#919;	&#x397;	Capital Eta	0	0
12763	η	&eta;	&#951;	&#x3B7;	Lowercase Eta	0	0
12764	Θ	&Theta;	&#920;	&#x398;	Capital Theta	0	0
12765	θ	&theta;	&#952;	&#x3B8;	Lowercase Theta	0	0
12766	Ι	&Iota;	&#921;	&#x399;	Capital Iota	0	0
12767	ι	&iota;	&#953;	&#x3B9;	Lowercase Iota	0	0
12768	Κ	&Kappa;	&#922;	&#x39A;	Capital Kappa	0	0
12769	κ	&kappa;	&#954;	&#x3BA;	Lowercase Kappa	0	0
12770	Λ	&Lambda;	&#923;	&#x39B;	Capital Lambda	0	0
12771	λ	&lambda;	&#955;	&#x3BB;	Lowercase Lambda	0	0
12772	Μ	&Mu;	&#924;	&#x39C;	Capital Mu	0	0
12773	μ	&mu;	&#956;	&#x3BC;	Lowercase Mu	0	0
12774	Ν	&Nu;	&#925;	&#x39D;	Capital Nu	0	0
12775	ν	&nu;	&#957;	&#x3BD;	Lowercase Nu	0	0
12776	Ξ	&Xi;	&#926;	&#x39E;	Capital Xi	0	0
12777	ξ		&#958;	&#x3BE;	Lowercase Xi	0	0
12778	Ο	&Omicron;	&#927;	&#x39F;	Capital Omicron	0	0
12779	ο	&omicron;	&#959;	&#x3BF;	Lowercase Omicron	0	0
12780	Π	&Pi;	&#928;	&#x3A0;	Capital Pi	0	0
12781	π	&pi;	&#960;	&#x3C0;	Lowercase Pi	0	0
12782	Ρ	&Rho;	&#929;	&#x3A1;	Capital Rho	0	0
12783	ρ	&rho;	&#961;	&#x3C1;	Lowercase Rho	0	0
12784	ς	&sigmaf;	&#962;	&#x3C2;	Lowercase Final Sigma	0	0
12785	Σ	&Sigma;	&#931;	&#x3A3;	Capital Sigma	0	0
12786	σ	&sigma;	&#963;	&#x3C3;	Lowercase Sigma	0	0
12787	Τ	&Tau;	&#932;	&#x3A4;	Capital Tau	0	0
12788	τ	&tau;	&#964;	&#x3C4;	Lowercase Tau	0	0
12789	Υ	&Upsilon;	&#933;	&#x3A5;	Capital Upsilon	0	0
12790	υ	&upsilon;	&#965;	&#x3C5;	Lowercase Upsilon	0	0
12791	Φ	&Phi;	&#934;	&#x3A6;	Capital Phi	0	0
12792	φ	&phi;	&#966;	&#x3C6;	Lowercase Phi	0	0
12793	Χ	&Chi;	&#935;	&#x3A7;	Capital Chi	0	0
12794	χ	&chi;	&#967;	&#x3C7;	Lowercase Chi	0	0
12795	Ψ	&Psi;	&#936;	&#x3A8;	Capital Psi	0	0
12796	ψ	&psi;	&#968;	&#x3C8;	Lowercase Psi	0	0
12797	Ω	&Omega;	&#937;	&#x3A9;	Capital Omega	0	0
12798	ω	&omega;	&#969;	&#x3C9;	Lowercase Omega	0	0
12799	А		&#1040;	&#x410;		0	0
12800	а		&#1072;	&#x430;		0	0
12801	Б		&#1041;	&#x411;		0	0
12802	б		&#1073;	&#x431;		0	0
12803	В		&#1042;	&#x412;		0	0
12804	в		&#1074;	&#x432;		0	0
12805	Г		&#1043;	&#x413;		0	0
12806	г		&#1075;	&#x433;		0	0
12807	Д		&#1044;	&#x414;		0	0
12808	д		&#1076;	&#x434;		0	0
12809	Е		&#1045;	&#x415;		0	0
12810	е		&#1077;	&#x435;		0	0
12811	Ж		&#1046;	&#x416;		0	0
12812	ж		&#1078;	&#x436;		0	0
12813	З		&#1047;	&#x417;		0	0
12814	з		&#1079;	&#x437;		0	0
12815	И		&#1048;	&#x418;		0	0
12816	и		&#1080;	&#x438;		0	0
12817	Й		&#1049;	&#x419;		0	0
12818	й		&#1081;	&#x439;		0	0
12819	К		&#1050;	&#x41A;		0	0
12820	к		&#1082;	&#x43A;		0	0
12821	Л		&#1051;	&#x41B;		0	0
12822	л		&#1083;	&#x43B;		0	0
12823	М		&#1052;	&#x41C;		0	0
12824	м		&#1084;	&#x43C;		0	0
12825	Н		&#1053;	&#x41D;		0	0
12826	н		&#1085;	&#x43D;		0	0
12827	О		&#1054;	&#x41E;		0	0
12828	о		&#1086;	&#x43E;		0	0
12829	П		&#1055;	&#x41F;		0	0
12830	п		&#1087;	&#x43F;		0	0
12831	Р		&#1056;	&#x420;		0	0
12832	р		&#1088;	&#x440;		0	0
12833	С		&#1057;	&#x421;		0	0
12834	с		&#1089;	&#x441;		0	0
12835	Т		&#1058;	&#x422;		0	0
12836	т		&#1090;	&#x442;		0	0
12837	У		&#1059;	&#x423;		0	0
12838	у		&#1091;	&#x443;		0	0
12839	Ф		&#1060;	&#x424;		0	0
12840	ф		&#1092;	&#x444;		0	0
12841	Х		&#1061;	&#x425;		0	0
12842	х		&#1093;	&#x445;		0	0
12843	Ц		&#1062;	&#x426;		0	0
12844	ц		&#1094;	&#x446;		0	0
12845	Ч		&#1063;	&#x427;		0	0
12846	ч		&#1095;	&#x447;		0	0
12847	Ш		&#1064;	&#x428;		0	0
12848	ш		&#1096;	&#x448;		0	0
12849	Щ		&#1065;	&#x429;		0	0
12850	щ		&#1097;	&#x449;		0	0
12851	Ъ		&#1066;	&#x42A;		0	0
12852	ъ		&#1098;	&#x44A;		0	0
12853	Ы		&#1067;	&#x42B;		0	0
12854	ы		&#1099;	&#x44B;		0	0
12855	Ь		&#1068;	&#x42C;		0	0
12856	ь		&#1100;	&#x44C;		0	0
12857	Э		&#1069;	&#x42D;		0	0
12858	э		&#1101;	&#x44D;		0	0
12859	Ю		&#1070;	&#x42E;		0	0
12860	ю		&#1102;	&#x44E;		0	0
12861	Я		&#1071;	&#x42F;		0	0
12862	я		&#1103;	&#x44F;		0	0
12863	–	&ndash;	&#150;	&#x96;	En Dash	0	0
12864	—	&mdash;	&#151;	&#x97;	Em Dash	0	0
12865	―		&#8213;	&#x2015;	Horizontal Bar	0	0
12866	‘	&lsquo;	&#145;	&#x91;	Left Single Quote	0	0
12867	’	&rsquo;	&#146;	&#x92;	Right Single Quote	0	0
12868	‚	&sbquo;	&#130;	&#x82;	Single Low Quote	0	0
12869	“	&ldquo;	&#147;	&#x93;	Left Double Quote	0	0
12870	”	&rdquo;	&#148;	&#x94;	Right Double Quote	0	0
12871	„	&bdquo;	&#132;	&#x84;	Double Low Quote	0	0
12872	†	&dagger;	&#134;	&#x86;	Dagger	0	0
12873	‡	&Dagger;	&#135;	&#x87;	Double Dagger	0	0
12874	•		&#149;	&#x95;	Small Bullet	0	0
12875	‣		&#8227;	&#x2023;	Triangle Bullet	0	0
12876	…		&#133;	&#x85;	Elipsis	0	0
12877	‰		&#137;	&#x2030;	Per Mille Sign (per thousand)	0	0
12878	‹	&lsaquo;	&#139;	&#x8B;	Left Single Angle Quote	0	0
12879	›	&rsaquo;	&#155;	&#x9B;	Right Single Angle Quote	0	0
12880	‼		&#8252;	&#x203C;	Double Exclamation Point	0	0
12881	‾	&oline;	&#8254;	&#x203E;	Overline	0	0
12882	⁄		&#8260;	&#x2044;	Fraction Slash	0	0
12883	ⁿ		&#8319;	&#x207F;	Superscript N	0	0
12884	₣		&#8355;	&#x20A3;	Franc Franc Sign	0	0
12885	₤		&#8356;	&#x20A4;	Lira Symbol	0	0
12886	₧		&#8359;	&#x20A7;	Peseta Peseta Sign	0	0
12887	€	&euro;	&#128;	&#x80;	Euro Symbol	0	0
12888	℅		&#8453;	&#x2105;	Care Of	0	0
12889	№		&#8470;	&#x2116;	Number Word	0	0
12890	™	&trade;	&#153;	&#x99;	Trademark	0	0
12891	⅛		&#8539;	&#x215B;	One Eighth Fraction	0	0
12892	⅜		&#8540;	&#x215C;	Three Eighths Fraction	0	0
12893	⅝		&#8541;	&#x215D;	Five Eighths Fraction	0	0
12894	⅞		&#8542;	&#x215E;	Seven Eighths Fraction	0	0
12895	←	&larr;	&#8592;	&#x2190;	Left arrow	0	0
12896	↑	&uarr;	&#8593;	&#x2191;	Up arrow	0	0
12897	→	&rarr;	&#8594;	&#x2192;	Right arrow	0	0
12898	↓	&darr;	&#8595;	&#x2193;	Down arrow	0	0
12899	∂		&#8706;	&#x2202;	Partial Differential Sign	0	0
12900	∆		&#8710;	&#x2206;	Increment Sign	0	0
12901	∏		&#8719;	&#x220F;	N-ary Product Sign	0	0
12902	∑		&#8721;	&#x2211;	N-ary Sum Sign	0	0
12903	−		&#8722;	&#x2212;	Minus Sign	0	0
12904	∙		&#8729;	&#x2219;	Bullet Operator	0	0
12905	√		&#8730;	&#x221A;	Square Root Sign	0	0
12906	∞		&#8734;	&#x221E;	Infinity Sign	0	0
12907	∟		&#8735;	&#x221F;	Right Angle Sign	0	0
12908	∩		&#8745;	&#x2229;	Intersection Sign	0	0
12909	∫		&#8747;	&#x222B;	Integral Sign	0	0
12910	≈		&#8776;	&#x2248;	Approximately Equal Sign	0	0
12911	≠		&#8800;	&#x2260;	Not Equal To Sign	0	0
12912	≡		&#8801;	&#x2261;	Identical To Sign	0	0
12913	≤		&#8804;	&#x2264;	Less Than or Equal To Sign	0	0
12914	≥		&#8805;	&#x2265;	Greater Than or Equal To Sign	0	0
12915	♀		&#9792;	&#x2640;	Female Indicator	0	0
12916	♂		&#9794;	&#x2642;	Male Indicator	0	0
12917	♠	&spades;	&#9824;	&#x2660;	Spade card suit	0	0
12918	♣	&clubs;	&#9827;	&#x2663;	Clubs card suit	0	0
12919	♥	&hearts;	&#9829;	&#x2665;	Hearts card suit	0	0
12920	♦	&diams;	&#9830;	&#x2666;	Diamonds card suit	0	0
12921	♩		&#9833;	&#x2669;	Quarter Note	0	0
12922	♪		&#9834;	&#x266A;	Eighth Note	0	0
12923	♬		&#9836;	&#x266C;	Two Eighth Notes	0	0
12924	♭		&#9837;	&#x266D;	Flat	0	0
12925	♯		&#9839;	&#x266F;	Sharp	0	0
